price,area,rooms,built,type,town,zip,centre_km,sold,quarter,date,lat,lon
2998000,165,5,1930,villa,Harlev J,8462,14.1,2021,2021Q2,2021-06-20,56.125,9.991
5998000,116,6,1928,villa,Højbjerg,8270,4.4,2021,2021Q2,2021-06-20,56.118,10.2
7495000,164,4,1967,villa,Egå,8250,8.6,2021,2021Q2,2021-06-21,56.218,10.294
3995000,140,5,1966,villa,Risskov,8240,5.4,2021,2021Q2,2021-06-21,56.205,10.224
12520000,175,5,2013,villa,Højbjerg,8270,3.6,2021,2021Q2,2021-06-21,56.125,10.193
7150000,177,5,2001,villa,Højbjerg,8270,6.5,2021,2021Q2,2021-06-21,56.098,10.201
4350000,215,9,1903,villa,Malling,8340,13.7,2021,2021Q2,2021-06-21,56.034,10.19
4050000,136,4,1957,villa,Risskov,8240,4.8,2021,2021Q2,2021-06-21,56.199,10.228
2995000,120,4,2002,townhouse,Skødstrup,8541,13.4,2021,2021Q2,2021-06-21,56.266,10.304
3925000,142,4,1972,villa,Skødstrup,8541,13.9,2021,2021Q2,2021-06-21,56.258,10.343
5198000,112,4,1924,villa,Højbjerg,8270,4.4,2021,2021Q2,2021-06-21,56.117,10.205
2498000,88,4,1970,villa,Tranbjerg J,8310,9.6,2021,2021Q2,2021-06-21,56.084,10.128
4016000,153,5,2002,villa,Skødstrup,8541,12.9,2021,2021Q2,2021-06-21,56.259,10.308
3995000,146,5,1972,townhouse,Højbjerg,8270,5.5,2021,2021Q2,2021-06-22,56.113,10.171
3995000,131,5,2015,townhouse,Viby J,8260,7.0,2021,2021Q2,2021-06-22,56.131,10.107
2498000,102,3,1984,townhouse,Aarhus V,8210,5.7,2021,2021Q2,2021-06-22,56.177,10.126
900000,110,4,1927,villa,Skødstrup,8541,13.8,2021,2021Q2,2021-06-22,56.268,10.31
4595000,149,5,2001,villa,Lystrup,8520,9.8,2021,2021Q2,2021-06-22,56.243,10.247
9900000,208,7,1983,villa,Risskov,8240,5.0,2021,2021Q2,2021-06-22,56.195,10.253
2670000,148,5,1971,townhouse,Viby J,8260,6.0,2021,2021Q2,2021-06-23,56.121,10.139
6765000,222,8,1968,villa,Aarhus V,8210,3.4,2021,2021Q2,2021-06-23,56.163,10.158
2900000,143,7,1972,villa,Aarhus V,8210,5.1,2021,2021Q2,2021-06-23,56.175,10.136
4398000,134,5,2017,townhouse,Egå,8250,7.0,2021,2021Q2,2021-06-23,56.213,10.264
9775000,159,4,2016,villa,Risskov,8240,5.8,2021,2021Q2,2021-06-23,56.2,10.261
4450000,154,5,1963,villa,Brabrand,8220,5.7,2021,2021Q2,2021-06-23,56.157,10.119
7300000,159,5,1927,villa,Viby J,8260,3.1,2021,2021Q2,2021-06-23,56.134,10.18
2395000,63,3,1990,townhouse,Aarhus N,8200,3.4,2021,2021Q2,2021-06-23,56.18,10.173
5695000,139,4,1933,villa,Åbyhøj,8230,3.3,2021,2021Q2,2021-06-23,56.152,10.159
2998000,124,4,1900,villa,Aarhus N,8200,7.7,2021,2021Q2,2021-06-23,56.221,10.164
2748000,92,3,1975,villa,Tilst,8381,7.1,2021,2021Q2,2021-06-23,56.175,10.101
2880000,114,4,1980,villa,Viby J,8260,6.5,2021,2021Q2,2021-06-23,56.127,10.121
8795000,175,6,1965,villa,Risskov,8240,5.2,2021,2021Q2,2021-06-23,56.196,10.256
3200000,130,4,1987,townhouse,Højbjerg,8270,5.7,2021,2021Q2,2021-06-24,56.108,10.178
6250000,143,5,2012,townhouse,Højbjerg,8270,5.6,2021,2021Q2,2021-06-24,56.106,10.209
3798000,103,4,1950,townhouse,Aarhus N,8200,2.6,2021,2021Q2,2021-06-24,56.177,10.19
3625000,196,6,2015,villa,Tilst,8381,9.1,2021,2021Q2,2021-06-24,56.207,10.093
2995000,197,5,2022,villa,Egå,8250,11.4,2021,2021Q2,2021-06-24,56.237,10.327
4700000,157,6,1968,villa,Brabrand,8220,7.2,2021,2021Q2,2021-06-24,56.151,10.094
4995000,118,4,1961,villa,Viby J,8260,4.1,2021,2021Q2,2021-06-24,56.126,10.174
7210000,190,6,1969,villa,Risskov,8240,5.1,2021,2021Q2,2021-06-24,56.199,10.246
3225000,131,4,1969,villa,Skødstrup,8541,12.4,2021,2021Q2,2021-06-24,56.257,10.296
2600000,98,4,1959,villa,Beder,8330,11.2,2021,2021Q2,2021-06-25,56.056,10.204
5800000,192,6,2002,townhouse,Risskov,8240,4.8,2021,2021Q2,2021-06-25,56.2,10.219
5750000,172,4,2016,villa,Mårslet,8320,9.1,2021,2021Q2,2021-06-26,56.082,10.147
4725000,153,4,1979,villa,Aarhus V,8210,3.5,2021,2021Q2,2021-06-27,56.171,10.161
2905000,152,5,1979,villa,Trige,8380,11.3,2021,2021Q2,2021-06-27,56.249,10.134
3300000,117,5,2016,townhouse,Egå,8250,7.0,2021,2021Q2,2021-06-27,56.212,10.264
3798000,140,5,1966,villa,Tilst,8381,7.0,2021,2021Q2,2021-06-27,56.189,10.115
3650000,188,5,1956,villa,Risskov,8240,3.5,2021,2021Q2,2021-06-27,56.188,10.216
3295000,132,5,1977,townhouse,Tranbjerg J,8310,8.5,2021,2021Q2,2021-06-27,56.094,10.133
2450000,113,5,1975,townhouse,Hasselager,8361,10.1,2021,2021Q2,2021-06-27,56.108,10.072
2600000,66,3,1980,townhouse,Viby J,8260,2.7,2021,2021Q2,2021-06-28,56.139,10.181
2700000,91,4,2015,townhouse,Mårslet,8320,9.6,2021,2021Q2,2021-06-28,56.075,10.162
6250000,160,6,1972,townhouse,Risskov,8240,3.2,2021,2021Q2,2021-06-28,56.183,10.23
2395000,151,5,1977,townhouse,Hasselager,8361,10.2,2021,2021Q2,2021-06-28,56.106,10.074
2850000,287,10,1897,villa,Viby J,8260,10.5,2021,2021Q2,2021-06-28,56.114,10.059
2350000,111,4,1966,villa,Tilst,8381,7.7,2021,2021Q2,2021-06-28,56.193,10.105
4650000,186,5,2022,villa,Åbyhøj,8230,3.1,2021,2021Q2,2021-06-29,56.161,10.161
2450000,87,3,1987,townhouse,Aarhus N,8200,7.5,2021,2021Q2,2021-06-29,56.22,10.167
2348000,138,4,1962,villa,Harlev J,8462,13.1,2021,2021Q2,2021-06-29,56.15,10.0
17000000,258,5,1969,villa,Højbjerg,8270,5.1,2021,2021Q2,2021-06-29,56.111,10.222
6498000,194,6,1961,villa,Risskov,8240,6.4,2021,2021Q2,2021-06-29,56.202,10.274
1813059,207,5,2023,villa,Malling,8340,15.0,2021,2021Q2,2021-06-29,56.023,10.185
1698999,164,5,2022,villa,Malling,8340,14.9,2021,2021Q2,2021-06-29,56.023,10.185
1701000,181,6,2022,villa,Malling,8340,14.8,2021,2021Q2,2021-06-29,56.024,10.183
1907563,194,6,2022,villa,Malling,8340,15.0,2021,2021Q2,2021-06-29,56.023,10.185
1627787,170,5,2022,villa,Malling,8340,15.0,2021,2021Q2,2021-06-29,56.023,10.184
3750000,128,4,2021,townhouse,Aarhus N,8200,8.5,2021,2021Q2,2021-06-30,56.233,10.205
4300000,132,4,2006,townhouse,Brabrand,8220,7.5,2021,2021Q2,2021-06-30,56.158,10.09
4350000,128,6,1937,villa,Viby J,8260,5.0,2021,2021Q2,2021-06-30,56.123,10.158
3200000,124,4,2019,villa,Harlev J,8462,13.8,2021,2021Q2,2021-06-30,56.14,9.991
3115000,118,4,1980,townhouse,Brabrand,8220,5.5,2021,2021Q2,2021-06-30,56.154,10.123
2875000,166,7,1978,villa,Skødstrup,8541,14.9,2021,2021Q2,2021-06-30,56.277,10.318
3498000,119,5,1907,villa,Mårslet,8320,8.2,2021,2021Q2,2021-06-30,56.084,10.182
2000000,151,5,1977,townhouse,Hasselager,8361,10.1,2021,2021Q2,2021-06-30,56.107,10.074
1995000,75,3,1981,townhouse,Tranbjerg J,8310,8.4,2021,2021Q2,2021-06-30,56.09,10.147
5500000,183,6,1937,villa,Aarhus N,8200,5.4,2021,2021Q3,2021-07-01,56.2,10.174
4675000,135,5,1952,villa,Aarhus V,8210,2.7,2021,2021Q3,2021-07-01,56.166,10.17
10400000,263,9,2012,villa,Højbjerg,8270,6.0,2021,2021Q3,2021-07-01,56.103,10.221
3230000,126,4,2018,townhouse,Tranbjerg J,8310,10.0,2021,2021Q3,2021-07-01,56.083,10.12
2100000,182,5,2023,villa,Harlev J,8462,13.7,2021,2021Q3,2021-07-01,56.134,9.994
2987500,98,5,1987,townhouse,Aarhus N,8200,3.8,2021,2021Q3,2021-07-01,56.189,10.194
2250000,85,4,1962,villa,Skødstrup,8541,15.4,2021,2021Q3,2021-07-01,56.281,10.321
1200000,66,5,1820,townhouse,Aarhus N,8200,7.6,2021,2021Q3,2021-07-01,56.208,10.129
4057000,71,4,1948,villa,Aarhus V,8210,3.0,2021,2021Q3,2021-07-01,56.162,10.164
3750000,130,4,1969,villa,Aarhus V,8210,4.1,2021,2021Q3,2021-07-01,56.176,10.153
5650000,232,8,1967,villa,Risskov,8240,5.5,2021,2021Q3,2021-07-02,56.2,10.255
2325000,103,3,1957,villa,Viby J,8260,9.9,2021,2021Q3,2021-07-02,56.125,10.06
4525000,124,4,2002,townhouse,Højbjerg,8270,6.7,2021,2021Q3,2021-07-02,56.097,10.216
2698000,103,3,2018,townhouse,Trige,8380,11.5,2021,2021Q3,2021-07-03,56.256,10.158
4650000,222,5,2008,villa,Solbjerg,8355,14.3,2021,2021Q3,2021-07-03,56.046,10.094
2800000,86,3,1985,townhouse,Aarhus N,8200,3.9,2021,2021Q3,2021-07-03,56.191,10.197
3545000,80,3,1946,villa,Viby J,8260,5.1,2021,2021Q3,2021-07-03,56.122,10.156
2725000,141,5,1972,villa,Tilst,8381,8.2,2021,2021Q3,2021-07-03,56.19,10.091
1015000,180,5,2022,villa,Hjortshøj,8530,15.0,2021,2021Q3,2021-07-04,56.292,10.213
3353000,104,5,1961,villa,Risskov,8240,5.0,2021,2021Q3,2021-07-04,56.201,10.228
3575000,109,4,1969,villa,Aarhus V,8210,3.6,2021,2021Q3,2021-07-04,56.16,10.152
12000000,242,6,1932,villa,Risskov,8240,4.1,2021,2021Q3,2021-07-04,56.189,10.243
5100000,148,5,2023,villa,Højbjerg,8270,3.6,2021,2021Q3,2021-07-04,56.127,10.19
4824000,130,4,2003,townhouse,Brabrand,8220,6.7,2021,2021Q3,2021-07-04,56.159,10.103
4798000,142,7,1877,villa,Højbjerg,8270,4.8,2021,2021Q3,2021-07-04,56.114,10.2
4598000,165,6,2011,villa,Tranbjerg J,8310,9.9,2021,2021Q3,2021-07-05,56.084,10.119
2610000,108,4,2012,townhouse,Sabro,8471,11.6,2021,2021Q3,2021-07-05,56.208,10.048
4350000,190,5,1965,villa,Viby J,8260,5.1,2021,2021Q3,2021-07-05,56.13,10.144
3745000,192,6,1978,villa,Aarhus V,8210,3.8,2021,2021Q3,2021-07-05,56.177,10.162
801000,158,5,1979,villa,Harlev J,8462,13.6,2021,2021Q3,2021-07-05,56.148,9.992
4995000,109,5,1943,townhouse,Aarhus N,8200,2.8,2021,2021Q3,2021-07-05,56.181,10.218
5500000,156,6,1931,villa,Viby J,8260,3.4,2021,2021Q3,2021-07-06,56.134,10.173
5000000,201,4,1971,villa,Lystrup,8520,9.0,2021,2021Q3,2021-07-06,56.237,10.225
7100000,221,7,1966,villa,Egå,8250,7.5,2021,2021Q3,2021-07-06,56.21,10.284
8400000,207,6,2018,villa,Højbjerg,8270,5.7,2021,2021Q3,2021-07-06,56.106,10.204
3320000,121,4,2019,villa,Harlev J,8462,13.8,2021,2021Q3,2021-07-06,56.14,9.99
3173000,115,4,2017,townhouse,Beder,8330,11.5,2021,2021Q3,2021-07-06,56.053,10.199
2600000,105,4,2013,townhouse,Solbjerg,8355,15.1,2021,2021Q3,2021-07-06,56.041,10.082
4795000,198,6,2020,villa,Solbjerg,8355,14.9,2021,2021Q3,2021-07-06,56.039,10.097
7500000,253,6,2019,villa,Mårslet,8320,10.2,2021,2021Q3,2021-07-06,56.069,10.158
3948000,113,4,1964,townhouse,Egå,8250,7.0,2021,2021Q3,2021-07-06,56.208,10.276
3798000,159,4,1973,villa,Skødstrup,8541,15.2,2021,2021Q3,2021-07-06,56.28,10.316
2495000,135,5,1972,villa,Solbjerg,8355,15.9,2021,2021Q3,2021-07-06,56.039,10.066
3650000,164,5,1965,villa,Lystrup,8520,9.2,2021,2021Q3,2021-07-06,56.239,10.226
4200000,132,5,1969,townhouse,Risskov,8240,4.9,2021,2021Q3,2021-07-06,56.201,10.219
1550000,97,4,1983,townhouse,Beder,8330,11.3,2021,2021Q3,2021-07-06,56.055,10.204
2800000,112,4,2003,townhouse,Beder,8330,11.5,2021,2021Q3,2021-07-06,56.053,10.216
3770000,200,5,2004,villa,Tilst,8381,6.6,2021,2021Q3,2021-07-07,56.192,10.124
4595000,200,8,1975,villa,Tilst,8381,7.1,2021,2021Q3,2021-07-07,56.175,10.101
3550000,117,4,1950,townhouse,Aarhus N,8200,2.9,2021,2021Q3,2021-07-07,56.182,10.199
3995000,194,5,1973,villa,Lystrup,8520,9.0,2021,2021Q3,2021-07-07,56.237,10.202
2325000,90,4,1984,townhouse,Hasselager,8361,10.9,2021,2021Q3,2021-07-07,56.102,10.065
4507000,98,4,1949,townhouse,Åbyhøj,8230,3.3,2021,2021Q3,2021-07-07,56.158,10.158
3895000,130,5,2014,villa,Tranbjerg J,8310,9.8,2021,2021Q3,2021-07-07,56.086,10.115
3750000,128,4,2021,townhouse,Aarhus N,8200,8.5,2021,2021Q3,2021-07-07,56.233,10.205
2700000,100,3,1973,townhouse,Lystrup,8520,9.3,2021,2021Q3,2021-07-07,56.239,10.237
7700000,237,8,1966,villa,Højbjerg,8270,5.4,2021,2021Q3,2021-07-07,56.109,10.222
3675000,181,6,1973,villa,Skødstrup,8541,14.0,2021,2021Q3,2021-07-07,56.271,10.306
2870000,92,3,1984,townhouse,Risskov,8240,5.1,2021,2021Q3,2021-07-07,56.202,10.208
5475000,104,3,1928,villa,Højbjerg,8270,4.9,2021,2021Q3,2021-07-07,56.122,10.162
5300000,119,6,1933,villa,Aarhus V,8210,2.4,2021,2021Q3,2021-07-08,56.167,10.177
3051000,117,4,2011,townhouse,Mårslet,8320,11.2,2021,2021Q3,2021-07-08,56.06,10.157
4612000,163,4,1977,villa,Mårslet,8320,10.0,2021,2021Q3,2021-07-08,56.073,10.152
2900000,150,6,1971,villa,Tilst,8381,7.2,2021,2021Q3,2021-07-08,56.178,10.1
4400000,170,5,2023,villa,Harlev J,8462,13.8,2021,2021Q3,2021-07-08,56.134,9.992
2900000,201,8,1962,villa,Sabro,8471,13.2,2021,2021Q3,2021-07-08,56.212,10.022
2800000,124,5,1969,villa,Højbjerg,8270,4.7,2021,2021Q3,2021-07-08,56.117,10.184
5695000,157,4,1956,villa,Åbyhøj,8230,2.8,2021,2021Q3,2021-07-08,56.161,10.167
2650000,104,4,1964,villa,Hasselager,8361,9.2,2021,2021Q3,2021-07-08,56.108,10.092
4450000,205,5,1966,villa,Højbjerg,8270,4.7,2021,2021Q3,2021-07-08,56.116,10.188
4225000,215,5,2015,villa,Skødstrup,8541,11.4,2021,2021Q3,2021-07-08,56.245,10.304
5460000,172,5,2008,villa,Skødstrup,8541,13.4,2021,2021Q3,2021-07-11,56.267,10.3
3000000,91,4,1990,townhouse,Risskov,8240,5.3,2021,2021Q3,2021-07-11,56.204,10.208
2499000,104,3,1982,townhouse,Lystrup,8520,8.4,2021,2021Q3,2021-07-11,56.231,10.234
3475000,146,5,2017,townhouse,Lystrup,8520,9.1,2021,2021Q3,2021-07-11,56.238,10.197
3200000,110,4,1885,townhouse,Viby J,8260,4.3,2021,2021Q3,2021-07-11,56.126,10.167
3205000,98,4,1982,townhouse,Egå,8250,8.2,2021,2021Q3,2021-07-11,56.218,10.284
3035555,114,4,1983,villa,Tilst,8381,6.1,2021,2021Q3,2021-07-12,56.177,10.119
2050000,111,3,1961,villa,Hjortshøj,8530,10.3,2021,2021Q3,2021-07-12,56.245,10.261
3900000,173,6,1975,villa,Tilst,8381,6.6,2021,2021Q3,2021-07-12,56.177,10.111
4398000,118,4,2002,townhouse,Højbjerg,8270,6.7,2021,2021Q3,2021-07-12,56.097,10.216
10400000,214,8,1972,villa,Højbjerg,8270,5.0,2021,2021Q3,2021-07-13,56.112,10.215
3450000,130,4,1972,villa,Mårslet,8320,9.9,2021,2021Q3,2021-07-13,56.071,10.165
11000000,221,6,1957,villa,Højbjerg,8270,5.3,2021,2021Q3,2021-07-13,56.109,10.223
2395000,190,5,1972,villa,Trige,8380,15.9,2021,2021Q3,2021-07-13,56.295,10.149
3250000,100,4,2017,townhouse,Lystrup,8520,8.2,2021,2021Q3,2021-07-13,56.229,10.227
2620000,83,4,1987,townhouse,Aarhus N,8200,3.8,2021,2021Q3,2021-07-13,56.19,10.193
4700000,110,5,1957,townhouse,Risskov,8240,3.9,2021,2021Q3,2021-07-13,56.192,10.221
2965000,139,6,1986,townhouse,Mårslet,8320,10.9,2021,2021Q3,2021-07-13,56.062,10.166
4750000,99,4,1949,townhouse,Aarhus N,8200,2.4,2021,2021Q3,2021-07-13,56.177,10.197
2031000,100,4,1962,villa,Sabro,8471,13.3,2021,2021Q3,2021-07-13,56.212,10.02
3838000,136,4,1972,villa,Aarhus V,8210,3.8,2021,2021Q3,2021-07-14,56.176,10.16
795000,169,4,2023,villa,Hjortshøj,8530,15.0,2021,2021Q3,2021-07-14,56.292,10.214
2375000,97,3,2006,townhouse,Skødstrup,8541,15.6,2021,2021Q3,2021-07-14,56.281,10.326
949000,145,5,2022,villa,Hjortshøj,8530,15.0,2021,2021Q3,2021-07-14,56.291,10.214
3165000,128,3,2013,townhouse,Malling,8340,14.4,2021,2021Q3,2021-07-14,56.028,10.187
2800000,112,4,1977,townhouse,Højbjerg,8270,5.2,2021,2021Q3,2021-07-14,56.115,10.172
3050000,122,4,2017,townhouse,Skødstrup,8541,14.5,2021,2021Q3,2021-07-14,56.274,10.314
1749000,58,2,1989,townhouse,Lystrup,8520,9.7,2021,2021Q3,2021-07-14,56.242,10.243
9500000,193,6,1954,villa,Højbjerg,8270,3.3,2021,2021Q3,2021-07-14,56.13,10.188
4200000,137,5,1927,townhouse,Risskov,8240,4.9,2021,2021Q3,2021-07-14,56.196,10.249
2948000,190,6,1964,villa,Harlev J,8462,13.0,2021,2021Q3,2021-07-14,56.15,10.001
2506000,83,3,2003,townhouse,Lystrup,8520,8.6,2021,2021Q3,2021-07-15,56.234,10.221
3698000,139,4,2009,townhouse,Viby J,8260,6.5,2021,2021Q3,2021-07-15,56.12,10.131
4898000,165,8,1949,villa,Viby J,8260,6.1,2021,2021Q3,2021-07-15,56.136,10.12
3350000,145,5,2019,villa,Sabro,8471,16.3,2021,2021Q3,2021-07-15,56.223,9.976
3400000,120,5,1964,villa,Beder,8330,10.6,2021,2021Q3,2021-07-15,56.062,10.203
7975000,172,6,1910,villa,Åbyhøj,8230,2.8,2021,2021Q3,2021-07-15,56.157,10.166
3599000,146,4,2017,townhouse,Mårslet,8320,8.9,2021,2021Q3,2021-07-15,56.084,10.15
2070000,84,3,1984,townhouse,Tilst,8381,7.4,2021,2021Q3,2021-07-15,56.192,10.109
2498000,133,5,1920,villa,Hasselager,8361,8.9,2021,2021Q3,2021-07-16,56.105,10.1
2448000,108,5,1961,villa,Trige,8380,11.8,2021,2021Q3,2021-07-17,56.255,10.142
2598000,94,4,1982,townhouse,Aarhus V,8210,5.3,2021,2021Q3,2021-07-17,56.175,10.131
5802000,223,8,1972,villa,Risskov,8240,5.6,2021,2021Q3,2021-07-17,56.207,10.217
4270000,130,5,1990,townhouse,Aarhus N,8200,2.8,2021,2021Q3,2021-07-17,56.175,10.181
3798000,139,4,2009,townhouse,Viby J,8260,6.4,2021,2021Q3,2021-07-18,56.12,10.131
4105000,197,6,1969,villa,Mårslet,8320,10.0,2021,2021Q3,2021-07-18,56.071,10.161
5200000,155,5,1968,villa,Egå,8250,9.7,2021,2021Q3,2021-07-18,56.227,10.304
4465000,171,5,2018,villa,Solbjerg,8355,14.8,2021,2021Q3,2021-07-18,56.039,10.1
3886000,114,4,2003,townhouse,Højbjerg,8270,6.5,2021,2021Q3,2021-07-18,56.102,10.173
1875000,72,3,1973,townhouse,Tranbjerg J,8310,9.5,2021,2021Q3,2021-07-19,56.088,10.12
1060000,121,4,1900,villa,Solbjerg,8355,16.8,2021,2021Q3,2021-07-19,56.021,10.092
2350000,180,5,2022,villa,Hasselager,8361,9.5,2021,2021Q3,2021-07-19,56.108,10.086
3200000,88,4,1983,townhouse,Brabrand,8220,6.9,2021,2021Q3,2021-07-19,56.151,10.1
6695000,186,6,1993,villa,Højbjerg,8270,4.6,2021,2021Q3,2021-07-19,56.116,10.212
